ticket_id,satisfaction_rating,cleanliness_rating,security_rating,satisfaction_level,cleanliness_level,security_level,mean_rating
5223,7.5,5.5,8.0,Medium,Medium,Medium,7.0
5224,8.0,5.0,9.0,Medium,Low,High,7.33
5225,9.0,3.0,8.0,High,Low,Medium,6.67
5226,7.0,2.0,9.0,Medium,Low,High,6.0
5227,6.5,7.0,9.5,Medium,Medium,High,7.67
5228,7.0,4.0,9.0,Medium,Low,High,6.67
5229,4.0,3.0,7.0,Low,Low,Medium,4.67
5230,7.0,3.0,7.0,Medium,Low,Medium,5.67
5231,5.33,5.0,7.33,Medium,Low,Medium,5.89
5232,7.5,5.5,6.5,Medium,Medium,Medium,6.5
5233,5.0,8.0,6.0,Low,Medium,Medium,6.33
5234,4.5,4.0,10.0,Low,Low,High,6.17
5235,8.0,9.0,1.0,Medium,High,Low,6.0
5236,9.0,10.0,8.0,High,High,Medium,9.0
5237,1.0,3.0,5.0,Low,Low,Low,3.0
5238,7.0,3.0,8.0,Medium,Low,Medium,6.0
5239,9.0,7.0,9.0,High,Medium,High,8.33
5240,4.0,9.0,10.0,Low,High,High,7.67
5241,4.0,6.0,7.0,Low,Medium,Medium,5.67
5242,5.0,6.0,8.0,Low,Medium,Medium,6.33
5243,8.0,6.0,10.0,Medium,Medium,High,8.0
5244,8.0,3.0,7.0,Medium,Low,Medium,6.0
5245,8.0,8.0,9.0,Medium,Medium,High,8.33
5246,6.0,6.0,10.0,Medium,Medium,High,7.33
5247,5.67,4.0,3.33,Medium,Low,Low,4.33
5248,2.0,3.5,8.0,Low,Low,Medium,4.5
5249,2.0,1.0,7.0,Low,Low,Medium,3.33
5250,8.0,6.5,7.5,Medium,Medium,Medium,7.33
5251,7.0,4.5,5.0,Medium,Low,Low,5.5
5252,7.0,5.0,6.0,Medium,Low,Medium,6.0
5253,1.0,7.0,8.0,Low,Medium,Medium,5.33
5254,6.0,1.0,10.0,Medium,Low,High,5.67
5255,8.0,5.0,6.0,Medium,Low,Medium,6.33
5256,6.0,6.0,8.0,Medium,Medium,Medium,6.67
5257,1.0,8.0,6.0,Low,Medium,Medium,5.0
5258,7.0,7.0,8.0,Medium,Medium,Medium,7.33
5259,5.5,9.5,9.0,Medium,High,High,8.0
5260,8.0,10.0,10.0,Medium,High,High,9.33
5261,9.0,3.0,9.0,High,Low,High,7.0
5262,6.0,5.0,9.0,Medium,Low,High,6.67
5263,8.0,9.0,8.0,Medium,High,Medium,8.33
5264,4.0,8.0,7.0,Low,Medium,Medium,6.33
5265,5.0,7.5,7.5,Low,Medium,Medium,6.67
5266,8.0,3.0,10.0,Medium,Low,High,7.0
5267,7.0,3.0,9.0,Medium,Low,High,6.33
5268,7.0,5.0,9.0,Medium,Low,High,7.0
5269,9.0,7.0,7.0,High,Medium,Medium,7.67
5270,8.0,10.0,6.0,Medium,High,Medium,8.0
5271,4.0,6.5,6.5,Low,Medium,Medium,5.67
5272,8.0,5.0,6.0,Medium,Low,Medium,6.33
5273,8.0,8.0,6.0,Medium,Medium,Medium,7.33
5274,8.0,7.0,5.0,Medium,Medium,Low,6.67
5275,4.5,3.5,8.0,Low,Low,Medium,5.33
5276,4.0,4.0,9.0,Low,Low,High,5.67
5277,5.67,4.0,8.67,Medium,Low,High,6.11
5278,10.0,7.0,7.0,High,Medium,Medium,8.0
5279,5.0,4.0,10.0,Low,Low,High,6.33
5280,1.0,6.0,7.0,Low,Medium,Medium,4.67
5281,3.0,7.0,8.0,Low,Medium,Medium,6.0
5282,7.0,7.0,4.5,Medium,Medium,Low,6.17
5283,8.0,6.0,7.0,Medium,Medium,Medium,7.0
5284,6.67,6.67,7.0,Medium,Medium,Medium,6.78
5285,6.5,5.0,6.5,Medium,Low,Medium,6.0
5286,5.5,4.0,4.5,Medium,Low,Low,4.67
5287,5.0,8.5,9.0,Low,High,High,7.5
5288,5.0,4.0,10.0,Low,Low,High,6.33
5289,8.0,6.0,9.0,Medium,Medium,High,7.67
5290,4.5,5.0,8.5,Low,Low,High,6.0
5291,5.0,3.0,8.0,Low,Low,Medium,5.33
5292,5.0,3.0,7.0,Low,Low,Medium,5.0
5293,1.0,3.0,9.0,Low,Low,High,4.33
5294,8.0,3.5,8.5,Medium,Low,High,6.67
5295,1.0,4.0,8.0,Low,Low,Medium,4.33
5296,1.0,9.0,2.0,Low,High,Low,4.0
5297,3.0,4.0,8.5,Low,Low,High,5.17
5298,5.5,2.5,8.0,Medium,Low,Medium,5.33
5299,1.0,3.0,8.0,Low,Low,Medium,4.0
5300,8.0,4.0,8.0,Medium,Low,Medium,6.67
5301,1.0,2.0,8.0,Low,Low,Medium,3.67
5302,8.0,5.0,8.0,Medium,Low,Medium,7.0
5303,1.0,4.0,8.0,Low,Low,Medium,4.33
5304,5.5,7.0,8.0,Medium,Medium,Medium,6.83
5305,8.0,7.5,7.0,Medium,Medium,Medium,7.5
5306,5.0,6.0,8.5,Low,Medium,High,6.5
5307,8.0,6.0,10.0,Medium,Medium,High,8.0
5308,4.67,7.0,8.33,Low,Medium,High,6.67
5309,2.0,10.0,8.0,Low,High,Medium,6.67
5310,8.5,5.0,8.0,High,Low,Medium,7.17
5311,1.0,1.0,7.0,Low,Low,Medium,3.0
5312,8.0,6.0,10.0,Medium,Medium,High,8.0
5313,3.5,2.5,6.5,Low,Low,Medium,4.17
5314,8.0,8.0,10.0,Medium,Medium,High,8.67
5315,4.0,4.0,8.5,Low,Low,High,5.5
5316,7.5,5.0,8.0,Medium,Low,Medium,6.83
5317,8.0,3.0,1.0,Medium,Low,Low,4.0
5318,8.5,2.0,6.5,High,Low,Medium,5.67
5319,8.0,6.5,6.5,Medium,Medium,Medium,7.0
5320,8.0,8.0,10.0,Medium,Medium,High,8.67
5321,4.67,4.33,8.67,Low,Low,High,5.89
5322,8.0,3.0,7.5,Medium,Low,Medium,6.17
5323,7.0,5.0,8.5,Medium,Low,High,6.83
5324,10.0,4.0,5.0,High,Low,Low,6.33
5325,4.0,4.0,8.0,Low,Low,Medium,5.33
5326,5.5,7.5,6.0,Medium,Medium,Medium,6.33
5327,6.0,3.0,7.0,Medium,Low,Medium,5.33
5328,6.0,2.0,6.0,Medium,Low,Medium,4.67
5329,1.0,4.0,2.0,Low,Low,Low,2.33
5330,7.0,6.0,9.0,Medium,Medium,High,7.33
5331,6.0,4.5,7.5,Medium,Low,Medium,6.0
5332,6.0,6.0,1.0,Medium,Medium,Low,4.33
5333,8.0,7.0,9.0,Medium,Medium,High,8.0
5334,7.0,9.0,7.0,Medium,High,Medium,7.67
5335,8.0,2.0,5.0,Medium,Low,Low,5.0
5336,8.0,7.0,10.0,Medium,Medium,High,8.33
5337,8.0,2.0,8.0,Medium,Low,Medium,6.0
5338,5.33,6.0,5.33,Medium,Medium,Medium,5.55
5339,5.67,4.33,7.67,Medium,Low,Medium,5.89
5340,8.67,6.0,4.67,High,Medium,Low,6.45
5341,4.0,10.0,9.0,Low,High,High,7.67
5342,1.5,5.5,4.0,Low,Medium,Low,3.67
5343,7.0,5.0,8.0,Medium,Low,Medium,6.67
5344,8.0,7.0,6.0,Medium,Medium,Medium,7.0
5345,8.0,4.0,10.0,Medium,Low,High,7.33
5346,4.5,2.5,8.0,Low,Low,Medium,5.0
5347,7.0,6.0,7.0,Medium,Medium,Medium,6.67
5348,7.0,4.33,7.0,Medium,Low,Medium,6.11
5349,8.67,5.33,7.67,High,Medium,Medium,7.22
5350,8.0,5.0,5.0,Medium,Low,Low,6.0
5351,8.0,6.0,9.0,Medium,Medium,High,7.67
5352,7.0,5.0,8.0,Medium,Low,Medium,6.67
5353,6.5,5.5,8.0,Medium,Medium,Medium,6.67
5354,6.0,7.5,9.5,Medium,Medium,High,7.67
5355,7.0,2.0,10.0,Medium,Low,High,6.33
5356,8.0,2.0,8.0,Medium,Low,Medium,6.0
5357,8.0,6.0,6.0,Medium,Medium,Medium,6.67
5358,4.0,7.0,6.0,Low,Medium,Medium,5.67
5359,6.0,4.67,5.67,Medium,Low,Medium,5.45
5360,7.0,2.0,6.5,Medium,Low,Medium,5.17
5361,6.0,6.0,9.0,Medium,Medium,High,7.0
5362,8.0,6.0,9.0,Medium,Medium,High,7.67
5363,4.0,8.0,9.0,Low,Medium,High,7.0
5364,8.0,8.5,6.5,Medium,High,Medium,7.67
5365,10.0,10.0,8.0,High,High,Medium,9.33
5366,2.0,7.0,8.0,Low,Medium,Medium,5.67
5367,8.0,1.0,8.0,Medium,Low,Medium,5.67
5368,9.0,9.0,5.0,High,High,Low,7.67
5369,5.0,6.0,9.0,Low,Medium,High,6.67
5370,3.0,1.0,7.0,Low,Low,Medium,3.67
5371,8.0,3.0,10.0,Medium,Low,High,7.0
5372,4.5,5.0,7.0,Low,Low,Medium,5.5
5373,7.0,8.0,9.0,Medium,Medium,High,8.0
5374,5.33,6.67,7.0,Medium,Medium,Medium,6.33
5375,9.0,6.0,7.0,High,Medium,Medium,7.33
5376,7.5,5.5,8.0,Medium,Medium,Medium,7.0
5377,1.0,9.0,8.0,Low,High,Medium,6.0
5378,1.0,7.0,10.0,Low,Medium,High,6.0
5379,6.0,4.0,10.0,Medium,Low,High,6.67
5380,5.0,8.0,7.0,Low,Medium,Medium,6.67
5381,4.0,5.0,3.67,Low,Low,Low,4.22
5382,4.0,9.0,7.0,Low,High,Medium,6.67
5383,8.0,3.0,9.0,Medium,Low,High,6.67
5384,7.0,5.0,6.0,Medium,Low,Medium,6.0
5385,1.0,6.5,8.0,Low,Medium,Medium,5.17
5386,4.0,5.0,7.5,Low,Low,Medium,5.5
5387,8.0,6.0,8.0,Medium,Medium,Medium,7.33
5388,7.0,5.0,9.0,Medium,Low,High,7.0
5389,6.0,3.5,8.0,Medium,Low,Medium,5.83
5390,2.0,3.0,6.0,Low,Low,Medium,3.67
5391,6.0,4.0,10.0,Medium,Low,High,6.67
5392,8.0,2.0,8.0,Medium,Low,Medium,6.0
5393,7.0,5.0,8.5,Medium,Low,High,6.83
5394,9.0,5.0,8.0,High,Low,Medium,7.33
5395,6.0,4.0,6.0,Medium,Low,Medium,5.33
5396,8.0,4.0,6.0,Medium,Low,Medium,6.0
5397,1.0,7.0,6.0,Low,Medium,Medium,4.67
5398,3.0,6.0,9.0,Low,Medium,High,6.0
5399,5.67,6.33,8.0,Medium,Medium,Medium,6.67
5400,4.5,3.0,8.0,Low,Low,Medium,5.17
5401,6.0,5.0,7.0,Medium,Low,Medium,6.0
5402,1.0,6.0,9.0,Low,Medium,High,5.33
5403,8.0,8.0,8.0,Medium,Medium,Medium,8.0
5404,8.0,6.0,5.5,Medium,Medium,Medium,6.5
5405,6.0,2.0,1.0,Medium,Low,Low,3.0
5406,1.0,6.5,7.5,Low,Medium,Medium,5.0
5407,6.0,2.5,6.5,Medium,Low,Medium,5.0
5408,7.0,3.5,7.5,Medium,Low,Medium,6.0
5409,1.0,8.0,8.0,Low,Medium,Medium,5.67
5410,3.5,4.0,7.5,Low,Low,Medium,5.0
5411,9.0,3.0,8.0,High,Low,Medium,6.67
5412,8.0,6.0,7.0,Medium,Medium,Medium,7.0
5413,4.5,3.5,7.0,Low,Low,Medium,5.0
5414,8.0,3.0,9.0,Medium,Low,High,6.67
5415,7.0,6.0,10.0,Medium,Medium,High,7.67
5416,4.5,8.0,8.5,Low,Medium,High,7.0
5417,6.0,9.0,6.0,Medium,High,Medium,7.0
5418,8.0,5.0,9.0,Medium,Low,High,7.33
5419,8.0,6.0,7.0,Medium,Medium,Medium,7.0
5420,7.5,7.0,8.0,Medium,Medium,Medium,7.5
5421,4.5,8.0,9.0,Low,Medium,High,7.17
5422,1.0,7.0,7.0,Low,Medium,Medium,5.0
5423,5.0,5.0,7.0,Low,Low,Medium,5.67
5424,1.0,6.0,10.0,Low,Medium,High,5.67
5425,5.0,4.0,8.5,Low,Low,High,5.83
5426,5.33,6.0,8.33,Medium,Medium,High,6.55
5427,8.0,3.5,5.5,Medium,Low,Medium,5.67
5428,2.0,2.0,5.0,Low,Low,Low,3.0
5429,1.5,4.0,10.0,Low,Low,High,5.17
5430,8.0,3.0,9.0,Medium,Low,High,6.67
5431,4.33,6.0,8.0,Low,Medium,Medium,6.11
5432,8.0,3.0,10.0,Medium,Low,High,7.0
5433,7.33,4.67,9.33,Medium,Low,High,7.11
5434,9.0,7.5,7.0,High,Medium,Medium,7.83
5435,10.0,2.0,8.0,High,Low,Medium,6.67
5436,6.33,4.67,6.67,Medium,Low,Medium,5.89
5437,1.0,10.0,5.0,Low,High,Low,5.33
5438,9.0,2.0,6.0,High,Low,Medium,5.67
5439,6.0,5.0,8.5,Medium,Low,High,6.5
5440,4.0,10.0,8.0,Low,High,Medium,7.33
5441,5.0,9.0,8.0,Low,High,Medium,7.33
5442,3.5,7.5,8.0,Low,Medium,Medium,6.33
5443,4.33,8.0,7.0,Low,Medium,Medium,6.44
5444,8.0,1.0,10.0,Medium,Low,High,6.33
5445,8.0,2.5,8.5,Medium,Low,High,6.33
5446,8.0,3.0,9.0,Medium,Low,High,6.67
5447,2.0,6.0,2.0,Low,Medium,Low,3.33
5448,1.0,4.0,7.0,Low,Low,Medium,4.0
5449,3.0,5.5,7.5,Low,Medium,Medium,5.33
5450,1.0,3.0,2.0,Low,Low,Low,2.0
5451,6.0,6.0,8.0,Medium,Medium,Medium,6.67
5452,8.0,5.0,8.0,Medium,Low,Medium,7.0
5453,4.5,4.0,7.0,Low,Low,Medium,5.17
5454,4.5,5.0,5.0,Low,Low,Low,4.83
5455,8.0,6.0,10.0,Medium,Medium,High,8.0
5456,4.5,6.5,7.5,Low,Medium,Medium,6.17
5457,1.0,10.0,1.0,Low,High,Low,4.0
5458,1.5,3.0,5.0,Low,Low,Low,3.17
5459,10.0,2.0,10.0,High,Low,High,7.33
5460,5.0,7.0,8.0,Low,Medium,Medium,6.67
5461,5.33,2.33,7.0,Medium,Low,Medium,4.89
5462,1.0,10.0,7.0,Low,High,Medium,6.0
5463,8.0,3.0,7.0,Medium,Low,Medium,6.0
5464,7.0,7.0,8.0,Medium,Medium,Medium,7.33
5465,7.0,5.0,7.5,Medium,Low,Medium,6.5
5466,8.0,3.0,4.5,Medium,Low,Low,5.17
5467,7.0,7.5,8.5,Medium,Medium,High,7.67
5468,8.0,7.0,9.0,Medium,Medium,High,8.0
5469,7.0,2.0,7.0,Medium,Low,Medium,5.33
5470,1.0,2.0,6.0,Low,Low,Medium,3.0
5471,5.5,5.0,7.5,Medium,Low,Medium,6.0
5472,5.5,8.0,6.0,Medium,Medium,Medium,6.5
5473,8.0,4.0,9.0,Medium,Low,High,7.0
5474,7.0,8.0,7.0,Medium,Medium,Medium,7.33
5475,8.0,3.0,9.0,Medium,Low,High,6.67
5476,1.0,5.0,10.0,Low,Low,High,5.33
5477,8.0,4.0,6.5,Medium,Low,Medium,6.17
5478,4.67,3.67,8.33,Low,Low,High,5.56
5479,1.0,7.0,1.0,Low,Medium,Low,3.0
5480,8.0,3.0,6.0,Medium,Low,Medium,5.67
5481,5.5,4.0,9.0,Medium,Low,High,6.17
5482,3.5,3.5,6.5,Low,Low,Medium,4.5
5483,8.0,7.5,6.5,Medium,Medium,Medium,7.33
5484,8.0,5.5,8.0,Medium,Medium,Medium,7.17
5485,8.0,10.0,9.0,Medium,High,High,9.0
5486,4.0,4.0,7.0,Low,Low,Medium,5.0
5487,2.0,1.0,9.0,Low,Low,High,4.0
5488,7.0,4.5,9.5,Medium,Low,High,7.0
5489,3.0,1.0,9.0,Low,Low,High,4.33
5490,5.0,4.33,9.0,Low,Low,High,6.11
5491,4.0,4.0,9.0,Low,Low,High,5.67
5492,3.5,5.0,8.0,Low,Low,Medium,5.5
5493,1.0,9.0,6.0,Low,High,Medium,5.33
5494,8.0,10.0,9.0,Medium,High,High,9.0
5495,7.67,4.33,8.33,Medium,Low,High,6.78
5496,6.0,5.0,6.0,Medium,Low,Medium,5.67
5497,1.0,3.0,8.0,Low,Low,Medium,4.0
5498,6.0,9.0,2.0,Medium,High,Low,5.67
5499,7.0,8.0,10.0,Medium,Medium,High,8.33
5500,1.0,6.0,9.0,Low,Medium,High,5.33
5501,4.0,9.0,9.0,Low,High,High,7.33
5502,6.5,3.5,8.5,Medium,Low,High,6.17
5503,4.0,5.5,8.0,Low,Medium,Medium,5.83
5504,3.0,4.5,5.0,Low,Low,Low,4.17
5505,1.5,4.5,8.5,Low,Low,High,4.83
5506,8.0,4.0,9.0,Medium,Low,High,7.0
5507,7.0,4.0,5.0,Medium,Low,Low,5.33
5508,5.0,5.5,6.5,Low,Medium,Medium,5.67
5509,8.0,4.5,4.0,Medium,Low,Low,5.5
5510,6.0,2.5,10.0,Medium,Low,High,6.17
5511,8.0,2.0,10.0,Medium,Low,High,6.67
5512,2.5,4.0,8.5,Low,Low,High,5.0
5513,6.0,5.0,7.0,Medium,Low,Medium,6.0
5514,4.5,5.0,8.5,Low,Low,High,6.0
5515,8.0,4.0,8.0,Medium,Low,Medium,6.67
5516,6.0,4.0,9.0,Medium,Low,High,6.33
5517,7.0,7.0,7.0,Medium,Medium,Medium,7.0
5518,9.0,7.0,9.0,High,Medium,High,8.33
5519,7.0,4.0,8.0,Medium,Low,Medium,6.33
5520,4.0,3.0,8.0,Low,Low,Medium,5.0
5521,7.0,8.0,9.0,Medium,Medium,High,8.0
5522,3.33,6.33,8.67,Low,Medium,High,6.11
5523,5.0,3.0,7.5,Low,Low,Medium,5.17
5524,6.0,8.0,8.0,Medium,Medium,Medium,7.33
5525,4.5,7.0,9.5,Low,Medium,High,7.0
5526,4.0,4.5,9.0,Low,Low,High,5.83
5527,6.0,3.0,10.0,Medium,Low,High,6.33
5528,7.0,9.0,8.0,Medium,High,Medium,8.0
5529,4.5,3.5,8.5,Low,Low,High,5.5
5530,9.0,2.5,8.0,High,Low,Medium,6.5
5531,8.0,6.0,10.0,Medium,Medium,High,8.0
5532,5.0,6.0,9.5,Low,Medium,High,6.83
5533,1.0,2.0,6.0,Low,Low,Medium,3.0
5534,5.0,4.0,8.5,Low,Low,High,5.83
5535,8.5,6.0,9.0,High,Medium,High,7.83
5536,8.0,8.0,10.0,Medium,Medium,High,8.67
5537,4.0,2.0,7.0,Low,Low,Medium,4.33
5538,8.0,2.0,7.0,Medium,Low,Medium,5.67
5539,8.0,6.0,7.0,Medium,Medium,Medium,7.0
5540,7.0,3.0,6.0,Medium,Low,Medium,5.33
5541,4.0,6.0,7.0,Low,Medium,Medium,5.67
5542,5.0,3.0,10.0,Low,Low,High,6.0
5543,4.5,2.0,5.5,Low,Low,Medium,4.0
5544,3.0,3.0,8.0,Low,Low,Medium,4.67
5545,8.0,3.0,8.0,Medium,Low,Medium,6.33
5546,8.0,2.0,7.0,Medium,Low,Medium,5.67
5547,8.0,3.0,9.0,Medium,Low,High,6.67
5548,1.0,4.0,9.0,Low,Low,High,4.67
5549,8.0,3.0,9.0,Medium,Low,High,6.67
5550,5.0,4.0,10.0,Low,Low,High,6.33
5551,4.5,6.5,5.0,Low,Medium,Low,5.33
5552,6.5,5.0,7.5,Medium,Low,Medium,6.33
5553,8.0,3.0,10.0,Medium,Low,High,7.0
5554,8.0,5.0,2.0,Medium,Low,Low,5.0
5555,4.0,2.0,10.0,Low,Low,High,5.33
5556,2.0,2.0,8.0,Low,Low,Medium,4.0
5557,8.0,2.0,6.0,Medium,Low,Medium,5.33
5558,6.0,3.5,9.0,Medium,Low,High,6.17
5559,5.0,5.5,6.0,Low,Medium,Medium,5.5
5560,5.5,4.5,6.5,Medium,Low,Medium,5.5
5561,7.0,4.0,8.0,Medium,Low,Medium,6.33
5562,8.0,4.5,9.0,Medium,Low,High,7.17
5563,7.0,5.0,10.0,Medium,Low,High,7.33
5564,7.0,7.0,5.0,Medium,Medium,Low,6.33
5565,6.0,4.67,8.67,Medium,Low,High,6.45
5566,7.0,6.5,7.0,Medium,Medium,Medium,6.83
5567,8.0,8.0,6.0,Medium,Medium,Medium,7.33
5568,7.0,8.5,8.0,Medium,High,Medium,7.83
5569,8.0,7.5,7.0,Medium,Medium,Medium,7.5
5570,7.0,3.5,8.0,Medium,Low,Medium,6.17
5571,6.0,8.0,8.0,Medium,Medium,Medium,7.33
5572,7.5,4.0,9.0,Medium,Low,High,6.83
5573,6.0,5.67,7.0,Medium,Medium,Medium,6.22
5574,4.5,8.5,7.0,Low,High,Medium,6.67
5575,8.0,2.0,7.0,Medium,Low,Medium,5.67
5576,4.5,6.5,7.0,Low,Medium,Medium,6.0
5577,8.0,3.0,7.0,Medium,Low,Medium,6.0
5578,5.5,4.5,9.0,Medium,Low,High,6.33
5579,8.0,10.0,10.0,Medium,High,High,9.33
5580,3.0,3.0,7.0,Low,Low,Medium,4.33
5581,7.5,9.0,8.0,Medium,High,Medium,8.17
5582,8.0,3.0,6.0,Medium,Low,Medium,5.67
5583,1.0,2.0,6.0,Low,Low,Medium,3.0
5584,7.0,8.0,8.0,Medium,Medium,Medium,7.67
5585,7.0,6.0,8.0,Medium,Medium,Medium,7.0
5586,7.0,6.0,9.0,Medium,Medium,High,7.33
5587,6.0,6.0,8.0,Medium,Medium,Medium,6.67
5588,1.0,6.0,9.0,Low,Medium,High,5.33
5589,7.0,2.0,6.0,Medium,Low,Medium,5.0
5590,6.5,3.0,9.5,Medium,Low,High,6.33
5591,6.5,7.5,8.0,Medium,Medium,Medium,7.33
5592,5.0,7.0,8.0,Low,Medium,Medium,6.67
5593,4.0,4.0,8.0,Low,Low,Medium,5.33
5594,7.0,2.67,7.67,Medium,Low,Medium,5.78
5595,1.0,10.0,9.0,Low,High,High,6.67
5596,9.0,4.0,6.0,High,Low,Medium,6.33
5597,6.0,5.5,6.5,Medium,Medium,Medium,6.0
5598,9.0,7.0,8.0,High,Medium,Medium,8.0
5599,1.0,7.0,6.0,Low,Medium,Medium,4.67
5600,10.0,3.0,8.0,High,Low,Medium,7.0
5601,8.5,4.5,7.5,High,Low,Medium,6.83
5602,9.0,5.0,8.0,High,Low,Medium,7.33
5603,4.5,3.5,6.5,Low,Low,Medium,4.83
5604,6.0,2.5,7.5,Medium,Low,Medium,5.33
5605,6.67,3.67,7.0,Medium,Low,Medium,5.78
5606,4.0,4.0,6.0,Low,Low,Medium,4.67
5607,5.0,5.0,4.0,Low,Low,Low,4.67
5608,7.0,8.0,10.0,Medium,Medium,High,8.33
5609,8.0,10.0,8.0,Medium,High,Medium,8.67
5610,8.0,6.0,7.0,Medium,Medium,Medium,7.0
5611,8.0,6.0,6.5,Medium,Medium,Medium,6.83
5612,2.0,4.0,8.0,Low,Low,Medium,4.67
5613,4.5,4.0,7.0,Low,Low,Medium,5.17
5614,4.0,4.0,5.0,Low,Low,Low,4.33
5615,4.0,9.0,8.0,Low,High,Medium,7.0
5616,8.0,6.0,8.0,Medium,Medium,Medium,7.33
5617,8.0,3.5,8.0,Medium,Low,Medium,6.5
5618,5.5,7.0,7.0,Medium,Medium,Medium,6.5
5619,6.0,5.5,7.0,Medium,Medium,Medium,6.17
5620,2.0,3.0,9.0,Low,Low,High,4.67
5621,1.0,8.0,8.0,Low,Medium,Medium,5.67
5622,5.5,5.0,7.5,Medium,Low,Medium,6.0
5623,8.5,4.5,9.5,High,Low,High,7.5
5624,6.0,5.67,8.33,Medium,Medium,High,6.67
5625,6.67,4.33,6.67,Medium,Low,Medium,5.89
5626,7.0,5.5,9.5,Medium,Medium,High,7.33
5627,1.0,1.0,8.0,Low,Low,Medium,3.33
5628,7.5,5.0,8.0,Medium,Low,Medium,6.83
5629,8.0,5.0,9.0,Medium,Low,High,7.33
5630,8.0,6.0,8.0,Medium,Medium,Medium,7.33
5631,8.0,3.0,8.0,Medium,Low,Medium,6.33
5632,5.0,4.5,9.0,Low,Low,High,6.17
5633,1.0,6.0,9.0,Low,Medium,High,5.33
5634,4.0,1.0,7.0,Low,Low,Medium,4.0
5635,4.0,3.0,9.0,Low,Low,High,5.33
5636,5.0,2.0,5.0,Low,Low,Low,4.0
5637,5.33,5.33,7.67,Medium,Medium,Medium,6.11
5638,8.0,2.0,10.0,Medium,Low,High,6.67
5639,3.0,4.0,8.5,Low,Low,High,5.17
5640,8.5,6.5,8.0,High,Medium,Medium,7.67
5641,10.0,2.0,8.0,High,Low,Medium,6.67
5642,5.5,6.5,5.5,Medium,Medium,Medium,5.83
5643,1.0,3.0,8.0,Low,Low,Medium,4.0
5644,2.0,4.0,10.0,Low,Low,High,5.33
5645,1.0,3.0,7.0,Low,Low,Medium,3.67
5646,6.0,2.33,8.0,Medium,Low,Medium,5.44
5647,2.0,4.0,8.0,Low,Low,Medium,4.67
5648,8.0,7.5,9.0,Medium,Medium,High,8.17
5649,1.0,5.0,9.0,Low,Low,High,5.0
5650,5.0,3.5,7.0,Low,Low,Medium,5.17
5651,8.0,6.0,6.0,Medium,Medium,Medium,6.67
5652,8.33,7.0,9.0,High,Medium,High,8.11
5653,6.0,5.5,6.5,Medium,Medium,Medium,6.0
5654,1.0,6.0,6.0,Low,Medium,Medium,4.33
5655,8.0,3.0,5.0,Medium,Low,Low,5.33
5656,6.0,6.5,8.5,Medium,Medium,High,7.0
5657,6.0,2.0,10.0,Medium,Low,High,6.0
5658,6.0,7.5,8.0,Medium,Medium,Medium,7.17
5659,4.0,4.0,8.0,Low,Low,Medium,5.33
5660,1.0,2.0,2.0,Low,Low,Low,1.67
5661,1.0,9.0,9.0,Low,High,High,6.33
5662,7.0,4.0,7.0,Medium,Low,Medium,6.0
5663,8.0,2.0,10.0,Medium,Low,High,6.67
5664,3.0,6.0,10.0,Low,Medium,High,6.33
5665,5.67,6.33,7.67,Medium,Medium,Medium,6.56
5666,6.0,3.0,8.0,Medium,Low,Medium,5.67
5667,1.0,4.0,9.0,Low,Low,High,4.67
5668,9.0,7.0,7.0,High,Medium,Medium,7.67
5669,3.5,5.0,7.5,Low,Low,Medium,5.33
5670,7.5,4.0,9.5,Medium,Low,High,7.0
5671,8.0,2.0,7.0,Medium,Low,Medium,5.67
5672,7.5,5.5,6.0,Medium,Medium,Medium,6.33
5673,4.0,9.0,7.0,Low,High,Medium,6.67
5674,1.0,3.0,1.0,Low,Low,Low,1.67
5675,4.33,5.67,8.67,Low,Medium,High,6.22
5676,6.0,2.5,8.5,Medium,Low,High,5.67
5677,6.0,7.0,7.5,Medium,Medium,Medium,6.83
5678,3.67,6.67,9.33,Low,Medium,High,6.56
5679,8.0,2.0,9.0,Medium,Low,High,6.33
5680,6.0,3.0,8.0,Medium,Low,Medium,5.67
5681,7.0,3.0,10.0,Medium,Low,High,6.67
5682,4.5,3.0,8.5,Low,Low,High,5.33
5683,8.67,3.33,4.67,High,Low,Low,5.56
5684,4.0,8.0,9.0,Low,Medium,High,7.0
5685,2.5,5.0,8.0,Low,Low,Medium,5.17
5686,6.0,3.0,9.0,Medium,Low,High,6.0
5687,6.0,6.0,9.0,Medium,Medium,High,7.0
5688,7.0,6.0,8.0,Medium,Medium,Medium,7.0
5689,5.0,8.0,8.5,Low,Medium,High,7.17
5690,8.5,5.5,5.0,High,Medium,Low,6.33
5691,4.0,2.0,9.0,Low,Low,High,5.0
5692,3.5,8.0,6.0,Low,Medium,Medium,5.83
5693,4.0,3.0,7.0,Low,Low,Medium,4.67
5694,2.0,6.5,9.5,Low,Medium,High,6.0
5695,9.0,6.0,10.0,High,Medium,High,8.33
5696,7.5,2.5,8.5,Medium,Low,High,6.17
5697,9.0,5.0,9.0,High,Low,High,7.67
5698,5.67,4.33,7.0,Medium,Low,Medium,5.67
5699,5.0,6.0,8.0,Low,Medium,Medium,6.33
5700,4.0,4.0,8.67,Low,Low,High,5.56
5701,7.0,6.0,8.0,Medium,Medium,Medium,7.0
5702,2.0,4.0,6.0,Low,Low,Medium,4.0
5703,4.0,7.0,8.0,Low,Medium,Medium,6.33
